Years_of_Experience,Salary
11.36168238,99292.12078
11.36331662,99853.12711
11.37065497,99126.04063
11.3710482,98534.59413
11.37126035,97843.80039
11.37610067,97287.1648
11.39701241,98102.39034
11.4042402,97930.50547
11.40652963,97736.37438
11.41785524,97336.18729
11.42205693,97332.78371
11.42230932,98234.14269
11.428295,98011.13424
11.43037936,100636.4831
11.44496825,100643.0064
11.44993666,99896.7791
11.45311276,97765.1988
11.46305141,98694.4035
11.47148654,100095.9447
11.47297449,97209.67405
11.47407231,100045.5005
11.48096602,100334.6666
11.48403539,98969.55916
11.49035678,99904.04939
11.49736102,98109.86994
11.50853831,100780.4731
11.50896246,99133.28814
11.5097871,96095.50262
11.5109159,98598.99745
11.51402407,99531.11303
11.51957868,99859.18422
11.521303,98264.58984
11.52240377,101230.8766
11.5228449,101732.1054
11.53321855,97007.07069
11.53554823,99153.6253
11.53674056,101139.9797
11.53847763,98342.90421
11.54313168,99871.62492
11.5443003,101080.9703
11.54753616,100786.4238
11.55316051,102579.2552
11.56749754,99268.47645
11.57397037,100447.7986
11.57822409,101128.034
11.58019332,101949.0991
11.58202856,98087.19518
11.58262565,99774.13052
11.58766112,99840.93124
11.60082006,101859.5179
11.60244678,99959.48934
11.60378055,101282.774
11.60903451,101978.176
11.6099669,99374.34419
11.61444666,102591.2395
11.61460869,101792.9666
11.61703981,98843.01528
11.62274057,100923.7294
11.62576284,101183.6983
11.62824805,103529.702
11.63107646,103386.2925
11.63511565,98465.35528
11.63542577,101906.8488
11.63622997,100807.6671
11.6408403,101516.8785
11.64287675,103400.5118
11.64417123,99566.59822
11.64513739,102392.1654
11.65525568,102145.7582
11.6584712,100886.639
11.66118438,102676.2577
11.66664047,102371.4368
11.67925918,100563.7302
11.68314894,101406.6921
11.6837745,101971.2114
11.68601922,100165.6393
11.68800259,102145.1816
11.68874374,101732.7087
11.69239251,100563.5783
11.70567839,103085.9126
11.70784664,103492.781
11.71083913,102570.1202
11.7257871,102228.2478
11.7319303,103384.4251
11.73494285,102556.7127
11.74263915,102631.497
11.74809522,101090.5564
11.74891325,103218.0781
11.75258423,102148.9381
11.7539946,104424.1495
11.7541465,102185.6334
11.75440481,102565.8153
11.75970956,103594.3823
11.76020215,103093.8297
11.77086293,103999.025
11.77258094,100439.9264
11.77574343,101243.1109
11.77856346,102861.7053
11.78137516,101530.453
11.78353735,102721.9988
11.78517248,102664.9883
11.78957044,103109.531
11.79433784,101757.8122
11.79582354,100110.0807
11.79931324,103690.9845
11.80144214,104176.3602
11.80272884,103599.5557
11.80527986,104256.572
11.80638516,103148.1353
11.80790058,101324.3772
11.81899643,102050.6031
11.82088915,102648.1224
11.8219985,103000.6993
11.82223772,104532.2745
11.82364829,104063.8998
11.83722679,105122.941
11.83745687,103830.59
11.84945247,102113.4619
11.85819711,106242.1459
11.85824752,102874.8511
11.86625436,106568.52
11.86697067,104163.8983
11.86883473,103123.4387
11.87305543,102391.6749
11.87444892,105364.8371
11.87697744,105338.3596
11.88381847,103884.56
11.88505711,103406.5267
11.88553196,105278.2227
11.88633778,104535.7907
11.88991934,103963.1359
11.89225478,102024.067
11.89743887,104230.0668
11.89859855,104770.5316
11.90484161,104965.4376
11.90679837,104696.5772
11.90751969,105030.3813
11.91149535,102519.2396
11.91424516,104186.7299
11.91619293,103035.5752
11.91695253,104616.7605
11.91714535,103853.4594
11.91793913,105160.8772
11.91862184,103912.9896
11.92288816,106534.5969
11.92292287,105643.6815
11.92375069,103689.2987
11.92550216,101527.446
11.93133754,107081.7491
11.93173504,104641.32
11.93244202,105285.4291
11.93767274,105063.1353
11.94389181,101911.2099
11.94490673,105623.8695
11.9506826,104970.8671
11.95479983,105735.2989
11.96360165,107728.01
11.96659131,104351.4575
11.97835794,105240.4541
11.98137501,105014.4044
11.98749571,104129.4806
11.98855214,103450.5333
11.99123816,104655.5409
12.00089492,104321.0283
12.00627315,105753.9927
12.008212,105700.8211
12.02061117,105407.263
12.02548496,104645.2738
12.02876018,103842.7776
12.02953721,105913.511
12.03076012,105078.1087
12.03294541,106344.3175
12.03824193,105743.6976
12.0471457,105729.2851
12.05631442,105964.2579
12.06037628,106021.7397
12.06129202,107548.2085
12.06221498,108170.1757
12.06996526,106928.0225
12.07316571,105433.4204
12.07633036,106401.0671
12.07760853,106733.9035
12.07845299,105235.3947
12.08289085,106295.9902
12.0837858,107978.7258
12.08933334,104720.0818
12.09874359,106639.3482
12.10138654,105311.2167
12.10577858,110104.58
12.10753345,107698.5728
12.10980019,106191.6046
12.11616113,106545.7352
12.11746439,107097.1378
12.11928417,107265.1317
12.11944359,107071.0065
12.12244732,106272.7091
12.12363352,109178.1736
12.12499821,104584.6321
12.12720514,106962.5056
12.12905338,107066.7963
12.12937378,105416.0281
12.14937206,108268.8394
12.15147383,108424.0241
12.15661358,108015.8893
12.15840513,107707.0501
12.1584265,108027.8224
12.16080439,108652.3988
12.16759629,107205.8454
12.18738587,108652.3818
12.19351357,108051.6773
12.19837204,107322.2078
12.20593771,109358.3069
12.20687543,108592.3441
12.21277402,107136.8809
12.21578177,109741.2992
12.22003898,108716.5402
12.22739506,110062.1311
12.23516244,109459.5848
12.23961832,107845.1289
12.24028581,110937.2358
12.24089609,108656.3869
12.24176138,107726.7655
12.24828483,109086.5367
12.24886872,110434.8553
12.24943806,109892.3494
12.25024242,109467.3606
12.25180835,107676.635
12.25217827,108749.4782
12.25252753,106997.1096
12.26228712,110449.359
12.27232657,107909.9087
12.27654751,109794.9992
12.28354321,110360.6171
12.28473619,109133.1161
12.28492516,106894.8569
12.28791372,108080.4656
12.28984371,110277.6088
12.29714667,109601.5592
12.30640679,108428.3724
12.30701554,109227.4479
12.31537714,110544.9995
12.3165626,109730.98
12.31807875,110806.1771
12.3187293,110336.5135
12.32657539,108572.2407
12.32854472,111487.4089
12.33364473,109637.096
12.33837941,110994.1742
12.33936346,109985.4792
12.34977504,107865.0859
12.35848638,109380.7158
12.36400605,112821.1579
12.37005845,109224.9722
12.37935543,111414.3477
12.38476149,111106.6513
12.38988166,110365.8923
12.4069765,109711.0937
12.41529601,111039.8723
12.41534758,113948.4926
12.41895344,111795.5868
12.42183241,111868.2064
12.43061008,111677.2536
12.45040099,113306.306
12.45975777,112598.1548
12.45996703,112718.8918
12.46714985,110717.334
12.47578348,112560.2802
12.47987147,113091.9157
12.48258778,111196.9571
12.49147779,113968.7126
12.49255028,111663.119
12.49270956,114617.7931
12.49401024,111328.9753
12.49744973,112092.0133
12.49812073,113406.4183
12.50537824,112556.0017
12.50804413,113248.4335
12.51313026,110814.3231
12.51619255,111840.3022
12.51874249,115399.3774
12.52028118,113099.3431
12.52202418,115729.2546
12.5264044,110422.494
12.53152118,113013.8321
12.53612883,110724.126
12.54915293,114592.0122
12.54973326,114596.871
12.5629801,116344.2525
12.57366227,114775.0971
12.60088052,110318.7469
12.60249916,113585.8506
12.61023264,113880.6634
12.61500888,114309.423
12.61971987,113905.3888
12.62028234,114462.326
12.62189524,114340.5552
12.62928586,114956.1015
12.63394328,114400.6776
12.63880534,112685.8723
12.64003856,114641.5918
12.64885586,116767.6097
12.65566123,114413.7261
12.65659348,117214.4503
12.65769611,113316.4343
12.66819412,116178.0335
12.66858501,116665.2399
12.67517543,116052.5401
12.68033307,114366.3739
12.6842082,113277.064
12.68455959,116266.0724
12.68723708,113825.6539
12.69414482,115795.5768
12.69695227,114818.611
12.70142154,114679.9484
12.70149779,116268.6601
12.70333731,116703.9159
12.70742868,113483.4395
12.70758446,115993.2109
12.70793168,115487.6474
12.70961947,116302.6366
12.71838948,114121.7386
12.73133024,115476.502
12.73135336,115752.5658
12.7387051,114773.4457
12.74583967,120478.4741
12.7515613,119240.1755
12.75541552,116355.4789
12.76284776,117808.1363
12.76306071,116065.5976
12.76763744,115804.1766
12.76942574,116941.7894
12.77939333,116692.7982
12.78113875,116691.2537
12.78358115,117974.399
12.79118756,117405.3618
12.79283348,115513.9557
12.79775858,116064.9561
12.798066,116187.9138
12.80570641,116049.4309
12.81340165,116322.2564
12.8172745,117914.061
12.81877667,118501.1259
12.84436711,119109.2241
12.84504274,118119.5617
12.8529407,117430.7307
12.85562808,117153.1205
12.85973213,117627.9439
12.86011785,118759.0146
12.86374363,118488.0032
12.86455582,117089.198
12.88991525,119583.7886
12.89094253,119685.5573
12.89549842,119116.7844
12.9031307,117869.3015
12.9082303,119197.7588
12.91876546,119138.311
12.92277637,119833.239
12.92375632,119908.4162
12.9243548,118656.2053
12.93180925,119294.1134
12.9459252,119532.5565
12.94622814,119175.0035
12.95091032,119072.381
12.9520498,121183.03
12.95266388,122214.8615
12.95489456,120748.6862
12.95886231,122111.7461
12.96677695,118573.3018
12.97502833,120967.2452
12.97508446,119945.2457
12.98186029,120734.4856
12.99412776,122489.9635
12.99950114,120594.6384
13.00265136,121580.5632
13.00686059,121038.9309
13.01792773,122441.3177
13.01817581,122657.2418
13.01982952,123451.5161
13.02058445,121221.1918
13.02603157,122257.0466
13.03079376,123219.4427
13.03385797,122954.1699
13.04367171,121180.7176
13.05239929,123846.4404
13.0570543,123359.4232
13.05755515,123611.659
13.06893768,121704.8311
13.07541927,124519.6564
13.08172261,122901.2461
13.08252388,123355.9318
13.1009829,121253.711
13.10230596,124508.6767
13.10664816,121525.0299
13.11151343,121494.4423
13.11203798,121331.1698
13.11457667,124861.0365
13.11921872,124651.7747
13.12185988,121377.5002
13.12575563,123779.6936
13.13384536,124594.0026
13.13534657,123025.5424
13.1358626,121328.652
13.14018515,123387.1513
13.14249642,124299.8124
13.14521087,122624.3849
13.14603075,125653.6138
13.14737768,123109.6056
13.15013835,125349.9803
13.1528056,124302.079
13.15898493,125800.5707
13.16225201,125853.5274
13.16503012,123913.0821
13.17531814,124681.9771
13.17578662,126107.0406
13.17645277,124717.628
13.17716098,122525.1694
13.17776757,123549.1597
13.18229417,126113.3874
13.18387074,125344.7861
13.18907083,123896.6648
13.20142172,124553.111
13.20146851,124532.61
13.2053757,127261.8135
13.21020674,125033.9319
13.2164088,127061.8383
13.22718471,126672.3273
13.23327516,125941.8994
13.23397359,124150.3268
13.24316217,125809.9557
13.2451895,129407.857
13.2507576,126580.1006
13.25517714,126271.258
13.25519307,125019.6941
13.25673042,125210.8056
13.25874116,125049.0954
13.28328186,128476.7038
13.29369903,126011.7713
13.29631702,126854.7047
13.30093137,128298.4028
13.30113161,126556
13.30442972,127359.4651
13.30842967,129702.9926
13.31004597,130133.6654
13.31195429,126333.1498
13.31567441,126147.2646
13.3158348,127840.0458
13.31944401,128566.1522
13.31977733,129083.3177
13.32272105,127848.842
13.32590339,130157.7437
13.32659498,127375.3577
13.33133707,129506.9981
13.3460599,129999.6224
13.35197219,128404.9961
13.37389487,130686.5589
13.37456637,128777.7905
13.37753164,129038.6464
13.38748893,128470.445
13.39833086,129032.2798
13.40204235,129438.4969
13.40387353,129262.4526
13.40389068,129698.3279
13.40674662,130383.6144
13.407514,130068.756
13.41345418,130577.0464
13.42158127,131514.8839
13.42736385,127821.2655
13.42843103,129148.7427
13.43012398,128562.199
13.43327542,131389.3912
13.43609021,131339.1617
13.43798554,130054.7249
13.46352277,130509.5836
13.46352814,131215.8514
13.46799956,131322.7205
13.474378,131419.3848
13.48028576,131801.6576
13.48040412,131278.322
13.48118951,132096.328
13.49624239,131900.6315
13.49963058,132131.3908
13.50127245,133259.5457
13.51096824,132277.0053
13.51429539,132749.8181
13.53337903,131313.9847
13.54127719,132556.9494
13.54142428,133707.1153
13.55698336,133320.6094
13.56034914,134876.7035
13.5642874,132758.2689
13.56985971,132896.4868
13.57681199,133878.0174
13.57704964,132353.2217
13.58062385,134305.0482
13.58406076,133081.553
13.58634727,132047.9875
13.59076091,135290.0734
13.6021055,134944.8081
13.61219071,136327.5594
13.61314855,136691.9071
13.61586556,135587.2091
13.61589803,133819.0604
13.62230753,135572.2747
13.62612453,134053.704
13.6386607,132260.8761
13.63867778,134505.6651
13.64928269,135559.8395
13.64960036,135936.5874
13.65851954,134939.2464
13.65872153,134992.7009
13.66248731,136332.8075
13.67621673,135112.5804
13.67738566,135140.488
13.67795714,137765.9731
13.68212863,136662.5837
13.69523409,135708.0931
13.70254592,134551.5894
13.70797338,134841.2772
13.71015924,136472.7508
13.71831588,135731.7863
13.72581146,137969.1716
13.72653809,136644.7188
13.73525178,137464.7284
13.74130002,138699.8235
13.74330807,137308.7884
13.74748436,137338.8861
13.74783582,138143.0567
13.75498166,138862.5433
13.76003679,138915.7073
13.76305974,136924.7048
13.76527536,137711.5564
13.76627978,137664.6227
13.76770462,139042.6625
13.78280877,138026.434
13.79213538,138829.48
13.79798087,138961.3055
13.80196363,140006.367
13.81560892,141424.4245
13.81578479,140622.8482
13.83831082,140241.3343
13.84303911,138959.5304
13.84658613,140014.129
13.85147506,141445.0501
13.87090068,140776.3314
13.87863337,141086.0424
13.88512408,140053.5602
13.88595286,141600.6723
13.89403879,144096.7391
13.89520792,139948.8325
13.90162834,139967.0867
13.90387934,143701.529
13.90537591,140910.4213
13.91377512,144483.1014
13.92247022,143190.7248
13.93023931,142150.7746
13.93392636,141450.8844
13.94068228,141544.0767
13.94148497,140869.4153
13.95385115,145626.8311
13.96305181,145787.5957
13.98244705,144239.3104
13.98930519,144147.4558
13.99110321,143116.148
14.00364875,142581.5629
14.00615302,146493.6406
14.03122952,144576.718
14.04478367,145199.7977
14.04806612,144586.2142
14.05060286,145829.0334
14.05924973,144586.3188
14.06131571,144718.9898
14.06503732,146907.354
14.06582992,145774.6587
14.06654278,147545.64
14.08139824,145422.5034
14.10101653,146562.7373
14.10423326,147640.7632
14.10839677,147929.301
14.11241951,149348.826
14.13441587,147381.2462
14.13803892,149888.7123
14.1550964,150121.8562
14.15729302,147662.2281
14.17164619,147940.293
14.17407352,149475.7704
14.17527714,148392.2706
14.18048812,151317.9155
14.19301501,148866.9319
14.19750202,148755.7675
14.19793688,148198.8385
14.2038752,151349.9084
14.21731064,150282.5123
14.22413201,148744.3778
14.22668338,149703.616
14.22771627,151378.5735
14.23030759,148810.0662
14.23402785,149942.3902
14.25153712,151732.0891
14.26053316,149715.2293
14.26990605,149593.1789
14.27590496,153976.9138
14.28967429,154619.9324
14.29434694,149623.7542
14.29885237,153827.6302
14.30877991,151402.0209
14.31124296,152808.401
14.32266606,153668.8692
14.32399496,154086.9094
14.32425686,153952.6724
14.34272122,152812.1754
14.35221363,152545.635
14.36171388,156575.0436
14.36945698,156141.8879
14.3842437,155203.5597
14.39026216,152447.3834
14.397367,154092.3159
14.40106359,156852.597
14.4020537,156194.3476
14.41286344,153752.4842
14.43577488,156926.2164
14.43809956,157117.8024
14.43939982,157213.4642
14.44250101,155020.5541
14.46447238,157597.8799
14.48094622,157434.0038
14.4821939,157119.8433
14.51877132,158818.0615
14.5193887,158759.394
14.54075675,160183.944
14.55078376,160136.1644
14.55110332,160333.7838
14.57344963,161610.0471
14.57978529,161835.4096
14.5999645,162567.2141
14.60157831,160892.7713
14.6164404,161322.8494
14.64181994,163257.4411
14.65564181,163880.8676
14.65963631,165472.5985
14.66470973,161888.0125
14.6735599,164887.5554
14.68359636,164284.9787
14.69241405,165674.287
14.6971761,164024.595
14.7029194,166597.1208
14.71226408,165957.3702
14.71613729,167967.7279
14.71779538,168345.345
14.71986901,166008.3765
14.76209113,166841.0598
14.76834637,166878.9335
14.79046704,168591.5805
14.80642215,168773.1685
14.80960523,169316.6718
14.81011364,168495.8643
14.81160398,168265.2642
14.81163831,167765.9508
14.82681033,170580.527
14.84634438,171484.5876
14.86155602,169747.6925
14.86279265,169979.7696
14.87221216,169316.9119
14.87989785,172827.4882
14.88687356,171515.6238
14.88690713,171780.2395
14.89270682,171034.0257
14.89341946,169492.1131
14.90227899,171737.2477
14.90945248,172520.1807
14.91841658,171942.6279
14.94329707,174708.9955
14.97337507,173994.8647
14.98624958,175567.7693
14.98748078,174779.8606
14.9879143,175550.5184
15.01999918,176175.518
15.02092404,175328.3629
15.03043402,176727.937
15.03624648,178430.0109
15.03892067,175967.7541
15.04278966,178420.8118
15.06091328,177976.4252
15.06929986,177200.8019
15.08475135,177115.9111
15.10659841,176832.6365
15.11112405,177078.4427
15.11147133,178550.3606
15.11160332,179801.6511
15.11271098,179434.5045
15.11936491,181042.9961
15.12615212,178459.8189
15.12788501,180481.4146
15.1354034,179224.7242
15.15791758,179494.3532
15.17225559,181103.5123
15.18879106,181970.5071
15.19028218,181613.8845
15.2116535,183456.7081
15.21755167,183197.6616
15.22255568,182263.9654
15.24511575,183927.019
15.248148,184241.7569
15.26166175,184065.596
15.28218959,182543.8484
15.29625314,186838.2386
15.30439211,188220.1884
15.33610711,189254.3299
15.36900339,188508.7456
15.38562903,188597.4632
15.39954436,189704.9305
15.40195984,190843.3635
15.41168947,189819.4323
15.42233448,191150.0612
15.42771277,191615.8492
15.42898152,192425.0929
15.45211354,192033.6037
15.47016306,194102.2606
15.47960658,196217.8363
15.48196897,190784.7968
15.49069616,195289.7934
15.52697508,195767.1887
15.52755929,195768.7722
15.52833173,196086.0517
15.53302332,196905.7689
15.55433737,197264.7685
15.58608444,196207.7224
15.58676169,199679.0388
15.59495465,201767.4038
15.60015353,196893.2326
15.61371859,199270.7489
15.62294624,197366.3075
15.63081975,199602.4235
15.63229233,200568.8038
15.63963896,199680.0225
15.66091524,199444.6446
15.67088314,203539.1777
15.67276185,200107.665
15.67956149,202590.3634
15.68020701,203501.0777
15.69789895,202953.1395
15.69907151,202450.0697
15.70683793,204254.7438
15.70792167,202033.7357
15.71177864,204496.3509
15.72730631,203493.7191
15.73088427,204217.6753
15.74960906,206772.6257
15.75379914,204006.966
15.76597672,206843.0571
15.76872254,205535.9179
15.77659101,205824.1132
15.81274693,206408.2219
15.82095114,208028.0707
15.82868257,210104.5684
15.8387647,211652.9285
15.85011122,209464.3002
15.86276464,208103.3511
15.88029242,210107.2387
15.90524337,210812.5682
15.92900721,210940.8865
15.95706854,214914.605
15.96640288,212514.2797
15.9786072,214101.7473
16.0114501,218622.814
16.01552504,216345.0029
16.02112243,216290.4908
16.05688719,217837.0741
16.09554006,221013.4172
16.11800086,223687.7294
16.11953079,218861.0037
16.12343749,221916.1289
16.13534367,220676.9214
16.16518533,222526.8931
16.17405323,223921.8445
16.18302387,224211.6551
16.18391377,225966.992
16.21657751,225036.8302
16.24693568,227814.2974
16.26581927,227946.7111
16.27393231,230653.2415
16.28257806,230375.9823
16.28345863,227424.0529
16.3104073,228998.7257
16.32331295,230738.9753
16.32829929,233762.3777
16.33389442,229447.7765
16.45019001,239637.8578
16.47395422,242588.9458
16.60817081,243516.6773
16.63696908,247081.2524
16.65561428,246599.2711
16.67622708,248177.2153
16.68901082,250653.2645
16.70701931,251835.7325
16.74351164,252590.9734
16.74421722,254911.54
16.79874685,255353.9186
16.81578828,257879.6777
16.83921191,258495.0934
16.85304467,257408.9548
16.89667887,262252.6085
16.9475294,265997.8749
17.01678445,268672.7264
17.06766802,270760.5485
17.09201913,271266.7206
17.15452494,275376.4217
17.17322945,277815.9226
17.18152234,277369.4722
17.28597466,283792.0895
17.34973349,288653.1086
17.4185251,291356.8383
17.48564229,295251.1558
17.53515353,299500.9532
17.55262693,302781.2475
17.58392907,301988.7334
17.68495022,307708.4264
17.78266599,316195.3386
17.91584849,325829.5136
17.93239131,325787.1744
18.14013575,341009.0017
18.43654511,361379.599
18.456973,362310.3504
18.492885,363925.8647
18.51181695,369005.1307
18.58397697,374277.2253
18.80652812,390051.2268
18.81738681,392165.2403
19.0634162,413149.8396
19.16400882,420555.4056
19.17857528,421534.691
19.25449943,430478.0265
19.35336879,438090.8454
19.84251968,482242.1608
20,500000
